ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,01:02.3,01:02.3,0.2,5:11,,128,153,,10,,,,,177,200,左 49.3%／右 50.7%,1.05,8.8,7.6,10,,4:46,182,0:59,4:55,168,56
2,01:03.7,02:06.0,0.2,5:19,,168,176,9,,,,,,173,211,左 49.7%／右 50.3%,1.1,9.5,8.4,12,,4:49,176,1:03,5:15,168,56
3,01:05.8,03:11.8,0.2,5:29,,175,177,,10,,,,,176,214,左 49.7%／右 50.3%,1.05,9.2,8.6,13,,5:23,177,01:05.8,5:29,168,56
4,01:03.1,04:14.9,0.2,5:16,,181,185,11,5,,,,,176,219,左 50.1%／右 49.9%,1.06,9.2,8.4,11,,5:26,178,1:03,5:15,168,56
5,01:07.6,05:22.5,0.2,5:38,,184,187,,6,,,,,177,213,左 49.8%／右 50.2%,1.06,9.2,8.4,13,,5:13,178,01:07.6,5:38,168,56
6,01:06.1,06:28.6,0.2,5:31,,187,188,9,,,,,,177,212,左 49.8%／右 50.2%,1.04,9.2,8.5,13,,5:25,178,1:06,5:30,168,56
7,01:04.4,07:33.1,0.2,5:22,,189,191,,10,,,,,177,205,左 49.7%／右 50.3%,1.06,9.1,8.4,12,,5:14,179,1:04,5:20,168,56
8,01:05.7,08:38.7,0.2,5:28,,191,193,11,5,,,,,177,207,左 49.8%／右 50.2%,1.05,9.2,8.5,14,,5:18,178,01:05.7,5:28,168,56
9,01:04.8,09:43.5,0.2,5:24,,193,194,4,6,,,,,177,212,左 49.5%／右 50.5%,1.04,9.1,8.5,13,,5:27,178,01:04.8,5:24,168,56
10,01:07.1,10:51,0.2,5:35,,194,196,7,9,,,,,177,209,左 50.0%／右 50.0%,1.04,9.1,8.5,14,,5:26,180,1:07,5:35,168,56
11,01:05.1,11:56,0.2,5:26,,194,196,,,,,,,177,212,左 50.0%／右 50.0%,1.04,9.1,8.6,13,,5:30,179,1:05,5:25,168,56
12,01:10.1,13:06,0.2,5:50,,195,196,9,10,,,,,176,216,左 49.8%／右 50.2%,1,9.2,9,15,,5:34,179,1:10,5:50,168,56
13,01:06.8,14:13,0.2,5:34,,196,197,9,,,,,,175,220,左 49.3%／右 50.7%,1.02,9.3,8.9,14,,5:44,177,01:06.8,5:34,168,56
14,01:12.2,15:25,0.2,6:01,,197,198,,10,,,,,176,216,左 49.7%／右 50.3%,1,9.4,9.1,16,,5:41,178,1:12,6:00,168,56
15,01:06.8,16:32,0.2,5:34,,198,199,9,,,,,,176,215,左 49.7%／右 50.3%,1.01,9.2,8.9,14,,5:42,181,01:06.8,5:34,168,56
16,00:16.8,16:48,0.02,13:28,,198,199,,,,,,,56,197,左 50.2%／右 49.8%,1.19,10.3,9.5,4,,5:42,181,0:06,4:49,168,56
