ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:50.7,00:50.7,0.2,4:13,,96,123,,6,,,,,159,192,左 50.8%／右 49.3%,1.35,10.6,7.3,5,,3:53,179,0:45,3:45,167,60
2,00:47.0,01:37.7,0.2,3:55,,147,154,8,,,,,,177,183,左 51.2%／右 48.8%,1.48,10,6.5,9,,3:38,180,00:47.0,3:55,167,60
3,00:50.3,02:28.0,0.2,4:12,,159,161,,7,,,,,178,201,左 51.7%／右 48.3%,1.34,9.8,7.1,10,,3:59,179,0:50,4:10,167,60
4,00:53.7,03:21.7,0.2,4:29,,160,163,8,,,,,,176,202,左 51.9%／右 48.1%,1.27,10,7.7,11,,4:24,177,00:53.7,4:29,167,60
5,00:49.7,04:11.4,0.2,4:08,,164,166,,8,,,,,178,202,左 52.2%／右 47.8%,1.3,9.7,7.2,11,,4:10,181,00:49.7,4:08,167,60
6,00:53.4,05:04.8,0.2,4:27,,166,168,7,,,,,,180,203,左 51.8%／右 48.2%,1.28,9.5,7.2,11,,4:10,182,0:53,4:25,167,60
7,00:54.8,05:59.6,0.2,4:34,,165,167,4,9,,,,,178,212,左 51.5%／右 48.5%,1.19,9.4,7.7,11,,4:25,181,00:54.8,4:34,167,60
8,00:55.7,06:55.3,0.2,4:38,,165,167,8,3,,,,,178,207,左 51.1%／右 48.9%,1.2,9.8,7.9,12,,4:41,179,00:55.7,4:38,167,60
9,00:55.2,07:50.4,0.2,4:36,,167,168,5,10,,,,,177,209,左 51.4%／右 48.6%,1.22,9.8,7.8,12,,4:30,179,0:55,4:35,167,60
10,00:56.7,08:47.2,0.2,4:44,,168,169,8,3,,,,,177,209,左 51.1%／右 48.9%,1.21,9.7,7.8,12,,4:29,179,0:56,4:40,167,60
11,00:59.4,09:46.6,0.2,4:57,,168,170,4,11,,,,,176,213,左 51.4%／右 48.6%,1.14,9.8,8.3,12,,4:41,178,00:59.4,4:57,167,60
12,01:03.7,10:50,0.2,5:19,,165,166,9,,,,,,177,219,左 51.3%／右 48.7%,1.06,9.7,8.8,13,,5:10,178,01:03.7,5:19,167,60
13,00:55.4,11:46,0.2,4:37,,167,169,,7,,,,,179,206,左 51.3%／右 48.7%,1.15,9.5,8.1,11,,4:31,181,0:55,4:35,167,60
14,00:56.0,12:42,0.2,4:40,,169,172,11,3,,,,,179,207,左 51.3%／右 48.7%,1.21,9.5,7.6,12,,4:29,180,00:56.0,4:40,167,60
15,00:53.6,13:35,0.2,4:28,,171,173,,8,,,,,178,207,左 51.2%／右 48.8%,1.24,9.6,7.5,12,,4:29,180,00:53.6,4:28,167,60
16,00:57.7,14:33,0.2,4:49,,171,172,8,2,,,,,178,212,左 51.3%／右 48.7%,1.2,9.6,7.8,12,,4:31,179,0:57,4:45,,
17,00:01.8,14:35,0.01,3:06,,172,172,,,,,,,178,211,左 51.2%／右 48.8%,1.19,9.7,7.9,0,,4:38,178,0:01,1:43,,
