time
39.8
44.9
44.5
45.4
42.7
44.2
42.5
44.2
44.3
41.2
41.5
41.1
42.8
38.9
38.6
39.2
41.6
38.7
41.0
39.7
41.5
37.5
38.9
38.9
40.2
40.2
39.9
41.1
40.1
37.1
40.5
38.5
39.3
42.6
40.6
45.0
42.5
44.1
44.1
42.2
41.2
40.5
43.0
39.8
40.0
