time
54.7
48.6
51.9
50.2
49.4
51.9
54.3
54.7
54.5
53.9
56.2
57.9
56.0
57.1
57.5
51.0
48.9
49.0
52.3
51.8
54.2
52.6
52.4
55.7
53.6
54.7
57.2
56.0
56.9
47.0
50.7
47.0
50.3
53.7
49.7
53.4
54.8
55.7
55.2
56.7
59.4
63.7
55.4
56.0
53.6
