time
56.5
54.3
58.7
61.1
60.1
60.8
62.5
62.4
63.1
62.6
68.5
66.4
67.2
62.5
61.6
63.6
57.3
61.3
61.7
60.7
60.7
62.8
58.9
60.0
60.6
57.2
59.4
61.5
57.6
58.6
47.7
45.3
41.2
45.1
43.5
44.8
43.2
44.0
43.0
44.4
42.1
44.4
41.9
41.3
41.2
