time
44.4
44.8
46.5
49.2
46.0
46.5
45.7
46.0
46.6
45.3
47.7
46.1
47.7
45.0
46.2
46.1
44.6
49.4
48.9
48.2
46.8
50.3
47.4
46.0
49.4
45.7
46.3
44.5
45.8
41.6
43.2
42.4
44.2
43.7
42.7
44.0
43.3
44.7
43.5
45.3
43.2
45.1
42.1
41.7
40.0
