time
54.8
51.1
51.5
56.5
56.0
56.4
57.8
61.4
56.4
58.4
63.4
62.9
62.5
60.4
59.5
48.6
51.0
50.9
51.3
49.4
50.2
50.5
50.8
48.6
52.3
50.5
50.0
50.3
49.5
41.8
48.6
51.0
50.9
51.3
49.4
50.2
50.5
50.8
48.6
52.3
50.5
50.0
50.3
49.5
41.8
