time
56.5
54.3
58.7
61.1
60.1
60.8
62.5
62.4
63.1
62.6
68.5
66.4
67.2
62.5
61.6
63.8
54.8
58.4
61.1
65.6
62.9
61.7
64.3
67.8
71.5
73.6
77.8
73.6
74.4
61.2
52.6
40.1
54.4
61.4
50.3
54.4
66.2
62.5
69.7
63.8
62.7
65.4
63.9
61.2
53.9
