time
57.0
52.0
54.9
60.0
63.5
64.3
65.5
68.2
66.7
73.1
66.7
72.0
74.6
67.4
64.9
56.4
53.7
57.0
55.6
59.4
60.4
60.4
58.0
60.5
60.9
59.3
62.8
58.6
60.1
45.6
68.5
67.3
70.8
70.8
71.1
71.5
69.9
70.1
70.9
70.7
71.2
71.3
69.8
70.4
68.2
