time
62.2
59.5
63.5
61.7
64.8
63.2
63.1
63.3
60.2
59.9
55.4
54.3
55.4
57.3
56.3
52.9
57.6
62.4
58.3
60.6
59.9
58.4
64.2
65.3
66.1
67.8
61.5
66.3
64.0
62.4
52.9
57.6
62.4
58.3
60.6
59.9
58.4
64.2
65.3
66.1
67.8
61.5
66.3
64.0
62.4
