time
46.6
49.8
48.1
51.8
48.9
49.6
48.3
48.8
47.9
49.8
49.7
48.1
48.9
48.1
47.1
50.3
45.7
47.0
47.2
47.9
46.9
48.5
47.7
48.0
45.9
48.3
47.8
47.1
46.5
46.2
50.3
45.7
47.0
47.2
47.9
46.9
48.5
47.7
48.0
45.9
48.3
47.8
47.1
46.5
46.2
43.9
48.9
45.2
51.2
45.5
48.3
46.4
50.0
46.3
49.4
48.9
48.4
48.0
45.3
43.7
