time
57.1
60.1
60.5
59.5
60.0
59.7
61.6
61.6
62.7
62.9
63.2
65.0
67.7
71.2
78.0
63.8
63.5
62.2
63.0
62.7
62.6
63.7
64.0
66.5
67.7
68.4
71.8
72.6
73.8
75.4
62.3
63.7
65.8
63.1
67.6
66.1
64.4
65.7
64.8
67.1
65.1
70.1
66.8
72.2
66.8
