time
51.2
48.5
49.2
49.4
49.4
49.8
49.2
48.0
49.3
48.4
49.0
50.0
49.9
48.6
48.4
51.2
50.4
49.7
48.2
51.4
49.7
49.8
49.6
50.9
49.7
49.5
49.6
50.6
48.9
48.7
50.2
48.7
48.3
49.2
49.4
49.0
48.0
48.6
49.3
49.2
50.4
47.0
49.9
47.4
48.5
