time
58.3
55.1
56.1
61.4
63.1
65.0
65.1
66.5
66.0
70.8
73.1
74.8
72.1
75.4
80.0
44.9
51.3
54.9
53.2
62.6
58.6
53.3
56.9
60.5
57.4
65.0
59.3
62.9
59.8
47.4
51.9
51.4
54.2
49.4
56.9
52.7
54.4
56.5
60.8
60.5
58.4
63.5
64.7
70.2
68.7
