time
47.7
48.5
47.5
50.6
48.4
46.3
45.7
50.8
49.3
50.7
48.0
49.9
48.7
53.1
46.9
49.0
52.5
48.8
51.5
48.2
51.8
49.2
52.7
50.7
51.0
49.3
52.2
52.6
51.5
50.9
53.7
51.8
51.5
53.1
51.2
51.7
49.4
51.5
49.8
53.0
49.0
52.4
50.5
50.0
51.5
