time
69.3
62.7
53.3
68.3
72.1
68.2
68.2
69.6
72.0
72.9
67.7
67.5
67.9
68.7
63.7
54.3
59.6
60.1
60.8
67.3
65.2
67.3
65.2
67.4
67.6
64.2
68.3
65.9
62.2
55.8
72.1
62.6
60.8
67.4
61.6
61.1
61.4
61.4
62.1
64.5
65.1
65.8
34.9
66.5
60.6
