time
48.5
48.7
52.5
53.0
54.9
54.3
60.3
62.5
66.9
63.3
69.7
61.8
67.6
70.4
68.7
48.5
48.7
52.5
53.0
54.9
54.3
60.3
62.5
66.9
63.3
69.7
61.8
67.6
70.4
68.7
48.5
48.7
52.5
53.0
54.9
54.3
60.3
62.5
66.9
63.3
69.7
61.8
67.6
70.4
68.7
