ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:49.0,00:49.0,0.2,4:05,,134,142,,10,,,,,153,227,左 51.0%／右 49.0%,1.38,12.5,9.2,10,,4:04,156,00:49.0,4:05,177,55
2,00:52.5,01:41.4,0.2,4:22,,141,147,9,,,,,,155,222,左 50.5%／右 49.5%,1.48,12.6,8.3,11,,4:12,156,00:52.5,4:22,177,55
3,00:48.8,02:30.3,0.2,4:04,,152,156,,,,,,,154,223,左 50.8%／右 49.2%,1.55,12.6,7.9,10,,4:09,155,0:48,4:00,177,55
4,00:51.5,03:21.8,0.2,4:18,,158,162,8,10,,,,,153,220,左 50.7%／右 49.3%,1.53,12.9,8.1,12,,4:09,154,0:51,4:15,177,55
5,00:48.2,04:10.0,0.2,4:01,,162,164,,,,,,,154,224,左 51.0%／右 49.0%,1.59,12.7,7.7,11,,3:59,154,00:48.2,4:01,177,55
6,00:51.8,05:01.9,0.2,4:19,,165,166,6,7,,,,,153,225,左 50.8%／右 49.2%,1.52,12.8,8.2,11,,4:04,154,00:51.8,4:19,177,55
7,00:49.2,05:51.1,0.2,4:06,,167,168,,,,,,,152,227,左 50.7%／右 49.3%,1.6,13,7.9,10,,4:01,153,0:49,4:05,177,55
8,00:52.7,06:43.8,0.2,4:24,,168,170,10,4,,,,,152,225,左 50.6%／右 49.4%,1.51,12.9,8.3,11,,4:08,154,00:52.7,4:24,177,55
9,00:50.7,07:34.6,0.2,4:14,,170,170,,12,,,,,152,227,左 50.4%／右 49.6%,1.57,12.9,8,11,,4:12,153,00:50.7,4:14,177,55
10,00:51.0,08:25.6,0.2,4:15,,171,173,9,,,,,,152,224,左 50.6%／右 49.4%,1.51,13,8.3,11,,4:16,153,0:50,4:10,177,55
11,00:49.3,09:14.9,0.2,4:07,,172,173,,11,,,,,152,226,左 50.5%／右 49.5%,1.6,12.9,7.8,11,,3:57,153,00:49.3,4:07,177,55
12,00:52.2,10:07,0.2,4:21,,172,173,12,,,,,,152,226,左 50.8%／右 49.3%,1.53,13.1,8.3,11,,4:16,153,0:51,4:15,177,55
13,00:52.6,11:00,0.2,4:23,,173,173,,9,,,,,152,229,左 50.6%／右 49.4%,1.52,13.1,8.4,11,,4:16,153,0:52,4:20,177,55
14,00:51.5,11:51,0.2,4:17,,172,174,11,,,,,,152,223,左 50.2%／右 49.8%,1.5,13.1,8.6,11,,4:22,154,00:51.5,4:17,177,55
15,00:50.9,12:42,0.2,4:14,,173,174,,11,,,,,153,227,左 50.3%／右 49.7%,1.53,13,8.3,11,,4:16,154,00:50.9,4:14,177,55
16,00:45.3,13:27,0.18,4:10,,173,175,9,,,,,,154,223,左 50.7%／右 49.3%,1.51,12.9,8.2,10,,4:04,155,0:45,4:08,177,55
