ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:56.5,00:56.5,0.2,4:43,,128,141,,10,,,,,155,214,左 47.7%／右 52.3%,1.35,11.6,7.9,7,,4:20,165,0:53,4:25,173,62
2,00:54.3,01:50.9,0.2,4:32,,146,149,7,,,,,,159,216,左 50.4%／右 49.6%,1.38,11.4,8,10,,4:00,161,0:54,4:30,173,62
3,00:58.7,02:49.6,0.2,4:54,,153,158,,7,,,,,158,232,左 50.2%／右 49.8%,1.38,11.6,8.1,12,,4:08,161,00:58.7,4:54,173,62
4,01:01.1,03:50.6,0.2,5:05,,152,156,8,,,,,,157,232,左 50.3%／右 49.7%,1.3,11.6,8.6,11,,4:49,160,1:01,5:05,173,62
5,01:00.1,04:50.7,0.2,5:00,,158,166,,7,,,,,159,231,左 50.5%／右 49.5%,1.28,11.1,8.5,14,,4:52,160,1:00,5:00,173,62
6,01:00.8,05:51.5,0.2,5:04,,161,163,8,6,,,,,158,237,左 50.5%／右 49.5%,1.28,11,8.4,12,,4:50,160,01:00.8,5:04,173,62
7,01:02.5,06:54.0,0.2,5:12,,156,160,,2,,,,,157,244,左 50.3%／右 49.7%,1.25,11,8.6,12,,4:57,159,1:02,5:10,173,62
8,01:02.4,07:56.4,0.2,5:12,,157,159,8,10,,,,,157,246,左 50.3%／右 49.7%,1.2,11.1,9,13,,5:13,159,1:02,5:10,173,62
9,01:03.1,08:59.5,0.2,5:15,,155,157,11,,,,,,157,247,左 49.9%／右 50.1%,1.23,11.1,8.8,13,,5:09,158,01:03.1,5:15,173,62
10,01:02.6,10:02,0.2,5:13,,159,163,,9,,,,,157,249,左 50.0%／右 50.0%,1.2,11,8.9,12,,5:15,159,1:02,5:10,173,62
11,01:08.5,11:11,0.2,5:42,,161,163,12,3,,,,,157,250,左 49.9%／右 50.1%,1.16,11.2,9.4,12,,5:21,158,01:08.5,5:43,173,62
12,01:06.4,12:17,0.2,5:32,,165,168,,9,,,,,157,252,左 49.9%／右 50.1%,1.13,11.2,9.7,13,,5:34,159,1:06,5:30,173,62
13,01:07.2,13:24,0.2,5:36,,165,167,9,,,,,,159,247,左 50.1%／右 49.9%,1.14,11,9.4,13,,5:34,160,1:07,5:35,173,62
14,01:02.5,14:27,0.2,5:13,,165,168,,10,,,,,159,249,左 49.8%／右 50.2%,1.17,11,9.2,11,,5:12,160,01:02.5,5:13,173,62
15,01:01.6,15:28,0.2,5:08,,163,167,8,,,,,,161,242,左 50.2%／右 49.8%,1.23,10.8,8.6,13,,4:54,163,1:01,5:05,173,62
16,00:02.3,15:30,0.01,3:21,,160,160,,,,,,,160,242,左 50.3%／右 49.7%,1.29,10.8,8.1,1,,4:55,160,0:02,2:58,173,62
