ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:52.6,00:52.6,0.2,4:23,,131,148,,7,,,,,173,193,左 50.5%／右 49.5%,1.36,10.1,8.1,9,,3:39,183,0:52,4:20,173,62
2,00:40.1,01:32.8,0.2,3:21,,150,155,6,,,,,,164,206,左 50.2%／右 49.8%,1.39,10.8,7.6,8,,4:05,169,0:36,3:00,173,62
3,00:54.4,02:27.2,0.2,4:32,,170,187,,1,,,,,163,208,左 50.2%／右 49.8%,1.35,10.9,8.3,10,,4:14,165,0:54,4:30,173,62
4,01:01.4,03:28.6,0.2,5:07,,189,190,12,23,,,,,161,219,左 50.4%／右 49.6%,1.36,11.2,8,14,,4:23,162,1:01,5:05,173,62
5,00:50.3,04:18.8,0.2,4:11,,190,191,15,9,,,,,162,219,左 50.6%／右 49.4%,1.39,10.7,7.6,12,,4:09,164,0:49,4:05,173,62
6,00:54.4,05:13.2,0.2,4:32,,192,193,,,,,,,159,230,左 50.4%／右 49.6%,1.34,11.1,8.1,12,,4:24,161,0:52,4:20,173,62
7,01:06.2,06:19.4,0.2,5:31,,194,196,,2,,,,,158,234,左 50.3%／右 49.7%,1.17,11.3,9.9,15,,4:23,160,01:06.2,5:31,173,62
8,01:02.5,07:21.8,0.2,5:12,,195,197,,,,,,,157,242,左 50.0%／右 50.0%,1.22,11.5,9.9,15,,4:27,159,1:02,5:10,173,62
9,01:09.7,08:31.5,0.2,5:49,,197,197,,,,,,,157,241,左 50.1%／右 49.9%,1.12,11.5,10.6,17,,4:27,159,1:09,5:45,173,62
10,01:03.8,09:35.3,0.2,5:19,,198,198,,,,,,,156,244,左 50.2%／右 49.8%,1.22,11.5,9.3,16,,4:29,158,01:03.8,5:19,173,62
11,01:02.7,10:38,0.2,5:14,,198,199,,,,,,,157,242,左 50.4%／右 49.6%,1.21,11.5,9.4,16,,4:27,159,1:02,5:10,173,62
12,01:05.4,11:43,0.2,5:27,,199,199,,,,,,,156,243,左 50.2%／右 49.8%,1.18,11.6,9.7,17,,4:29,158,01:05.4,5:27,173,62
13,01:03.9,12:47,0.2,5:19,,199,200,,,,,,,156,240,左 50.0%／右 50.0%,1.21,11.7,9.7,16,,4:31,158,01:03.9,5:19,173,62
14,01:01.2,13:48,0.2,5:06,,200,200,,,,,,,157,238,左 50.0%／右 50.0%,1.27,11.8,9.2,16,,4:27,157,1:01,5:05,173,62
15,00:53.9,14:42,0.2,4:30,,202,202,,,,,,,158,226,左 50.0%／右 50.0%,1.4,11.4,8.1,14,,3:51,161,00:53.9,4:30,173,62
16,00:02.4,14:45,0.01,3:35,,202,202,,,,,,,161,212,左 50.5%／右 49.5%,1.55,10.8,7.1,1,,4:10,161,0:01,1:29,173,62
