dynamics,prediction_time
0,42.748348236083984
1,42.738067626953125
2,42.72779846191406
3,42.71751403808594
4,42.707237243652344
5,42.696964263916016
6,42.68668746948242
7,42.676414489746094
8,42.6661376953125
9,42.65585708618164
10,42.64558029174805
11,42.63530731201172
12,42.62502670288086
13,42.61475372314453
14,42.60447692871094
15,42.594200134277344
16,42.58392333984375
17,42.57365036010742
18,42.56336975097656
19,42.55309295654297
20,42.542816162109375
21,42.53253936767578
22,42.52226257324219
23,42.511985778808594
24,42.501708984375
25,42.49143600463867
26,42.48115539550781
27,42.47088623046875
28,42.46060562133789
29,42.45032501220703
30,42.44005584716797
31,42.42977523803711
32,42.41949462890625
33,42.40922164916992
34,42.398948669433594
35,42.388671875
36,42.378395080566406
37,42.36811447143555
38,42.35784149169922
39,42.34756088256836
40,42.337284088134766
41,42.32701110839844
42,42.316734313964844
43,42.30645751953125
44,42.29618453979492
45,42.28590393066406
46,42.2756233215332
47,42.265350341796875
48,42.25507354736328
49,42.24480056762695
50,42.23452377319336
51,42.224246978759766
52,42.21397018432617
53,42.203697204589844
54,42.19105529785156
55,42.176387786865234
56,42.161720275878906
57,42.14705276489258
58,42.132389068603516
59,42.11772537231445
60,42.103057861328125
61,42.08839416503906
62,42.07372283935547
63,42.059059143066406
64,42.04438781738281
65,42.02972412109375
66,42.01506042480469
67,42.000389099121094
68,41.98572540283203
69,41.97106170654297
70,41.95639419555664
71,41.94172668457031
72,41.92706298828125
73,41.91239547729492
74,41.897727966308594
75,41.88306427001953
76,41.8683967590332
77,41.85372543334961
78,41.83906555175781
79,41.824398040771484
80,41.80972671508789
81,41.79506301879883
82,41.780399322509766
83,41.76573181152344
84,41.751068115234375
85,41.73640441894531
86,41.721736907958984
87,41.707069396972656
88,41.69240951538086
89,41.677738189697266
90,41.6630744934082
91,41.64840316772461
92,41.63373565673828
93,41.619075775146484
94,41.604408264160156
95,41.58974075317383
96,41.575077056884766
97,41.56040954589844
98,41.54574203491211
99,41.53107833862305
100,41.51640701293945
101,41.50174331665039
102,41.4870719909668
103,41.472408294677734
104,41.45774459838867
105,41.443077087402344
106,41.42841339111328
107,41.41374206542969
108,41.39908218383789
109,41.38441467285156
110,41.369747161865234
111,41.355079650878906
112,41.340415954589844
113,41.32574462890625
114,41.31108093261719
115,41.29641342163086
116,41.28174591064453
117,41.2670783996582
118,41.252418518066406
119,41.23775100708008
120,41.22308349609375
121,41.20841979980469
122,41.19375228881836
123,41.17908477783203
124,41.1644172668457
125,41.14975357055664
126,41.13508605957031
127,41.12042236328125
128,41.10575866699219
129,41.091087341308594
130,41.0764274597168
131,41.06175994873047
132,41.047088623046875
133,41.03242111206055
134,41.01776123046875
135,41.003089904785156
136,40.988426208496094
137,40.97376251220703
138,40.9590950012207
139,40.944427490234375
140,40.92976379394531
141,40.91509246826172
142,40.900428771972656
143,40.885765075683594
144,40.87109375
145,40.85643005371094
146,40.841766357421875
147,40.82709884643555
148,40.81243133544922
149,40.79776382446289
150,40.78309631347656
151,40.768428802490234
152,40.75376510620117
153,40.739097595214844
154,40.72443389892578
155,40.70976638793945
156,40.695098876953125
157,40.68043899536133
158,40.67768096923828
159,40.675296783447266
160,40.672908782958984
161,40.670536041259766
162,40.668148040771484
163,40.66576385498047
164,40.66338348388672
165,40.6609992980957
166,40.65861511230469
167,40.65623092651367
168,40.65384292602539
169,40.65146255493164
170,40.649078369140625
171,40.64669418334961
172,40.644309997558594
173,40.641929626464844
174,40.639549255371094
175,40.63715744018555
176,40.63477325439453
177,40.63239288330078
178,40.63001251220703
179,40.62762451171875
180,40.625240325927734
181,40.622859954833984
182,40.62046813964844
183,40.61809158325195
184,40.61570739746094
185,40.61332321166992
186,40.610939025878906
187,40.60855484008789
188,40.606170654296875
189,40.60379409790039
190,40.601402282714844
191,40.59901809692383
192,40.596641540527344
193,40.59425354003906
194,40.59186935424805
195,40.58948516845703
196,40.58710861206055
197,40.584720611572266
198,40.582340240478516
199,40.5799560546875
200,40.57756805419922
201,40.575191497802734
202,40.57280349731445
203,40.57041931152344
204,40.56803512573242
205,40.565650939941406
206,40.56326675415039
207,40.560882568359375
208,40.558502197265625
209,40.556121826171875
