dynamics,prediction_time
0,47.91108703613281
1,47.932456970214844
2,47.95383071899414
3,47.975196838378906
4,47.99657440185547
5,48.0179443359375
6,48.0393180847168
7,48.06068801879883
8,48.082061767578125
9,48.09020233154297
10,48.09220504760742
11,48.09421157836914
12,48.096214294433594
13,48.09822463989258
14,48.10022735595703
15,48.10223388671875
16,48.10424041748047
17,48.10624694824219
18,48.108253479003906
19,48.110252380371094
20,48.112266540527344
21,48.11427307128906
22,48.116275787353516
23,48.1182861328125
24,48.12028884887695
25,48.12229537963867
26,48.124298095703125
27,48.126304626464844
28,48.12831115722656
29,48.13032531738281
30,48.13232421875
31,48.13433074951172
32,48.13633728027344
33,48.138343811035156
34,48.14035415649414
35,48.14235305786133
36,48.14436721801758
37,48.14636993408203
38,48.14837646484375
39,48.15038299560547
40,48.15238952636719
41,48.154396057128906
42,48.15639877319336
43,48.158409118652344
44,48.16040802001953
45,48.162418365478516
46,48.164424896240234
47,48.165252685546875
48,48.162864685058594
49,48.160484313964844
50,48.15810012817383
51,48.15571594238281
52,48.15333557128906
53,48.150943756103516
54,48.1485595703125
55,48.14617919921875
56,48.143795013427734
57,48.14141082763672
58,48.13902282714844
59,48.13664245605469
60,48.13426208496094
61,48.13187789916992
62,48.129493713378906
63,48.127113342285156
64,48.12472152709961
65,48.122344970703125
66,48.119956970214844
67,48.117576599121094
68,48.11518859863281
69,48.11280822753906
70,48.11042785644531
71,48.10803985595703
72,48.10565948486328
73,48.103271484375
74,48.10089111328125
75,48.0985107421875
76,48.09613037109375
77,48.09374237060547
78,48.09136199951172
79,48.08897399902344
80,48.086585998535156
81,48.084205627441406
82,48.08182144165039
83,48.07944107055664
84,48.077056884765625
85,48.07467269897461
86,48.072288513183594
87,48.069908142089844
88,48.06752014160156
89,48.06513595581055
90,48.06275177001953
91,48.06037139892578
92,48.057987213134766
93,48.055599212646484
94,48.05322265625
95,48.05083465576172
96,48.04844665527344
97,48.04606628417969
98,48.043678283691406
99,48.04130172729492
100,48.038917541503906
101,48.036537170410156
102,48.034149169921875
103,48.031768798828125
104,48.02938461303711
105,48.02699279785156
106,48.02461242675781
107,48.02223205566406
108,48.01985168457031
109,48.01747131347656
110,48.01508331298828
111,48.012699127197266
112,48.01032257080078
113,48.0079345703125
114,48.00554275512695
115,48.00316619873047
116,48.00077819824219
117,47.99839401245117
118,47.996009826660156
119,47.993629455566406
120,47.991249084472656
121,47.988868713378906
122,47.986480712890625
123,47.984092712402344
124,47.981712341308594
125,47.97932434082031
126,47.97694396972656
127,47.97455596923828
128,47.9721794128418
129,47.969791412353516
130,47.9674072265625
131,47.96502685546875
132,47.962642669677734
133,47.96025848388672
134,47.95787048339844
135,47.95549011230469
136,47.95310592651367
137,47.950721740722656
138,47.94833755493164
139,47.94595718383789
140,47.94357681274414
141,47.941184997558594
142,47.938804626464844
143,47.93642044067383
144,47.934043884277344
145,47.9316520690918
146,47.92927169799805
147,47.9268913269043
148,47.92450714111328
149,47.922122955322266
150,47.91973876953125
151,47.9173583984375
152,47.91497039794922
153,47.91259002685547
154,47.91020202636719
155,47.90782165527344
156,47.905433654785156
157,47.90304946899414
158,47.900672912597656
159,47.898284912109375
160,47.89590072631836
161,47.893516540527344
162,47.891136169433594
163,47.88874816894531
164,47.88636779785156
165,47.88397979736328
166,47.88159942626953
167,47.879215240478516
168,47.8768310546875
169,47.87445068359375
170,47.87206268310547
171,47.86968231201172
172,47.8672981262207
173,47.86491394042969
174,47.86253356933594
175,47.86014175415039
176,47.857757568359375
177,47.855377197265625
178,47.852996826171875
179,47.850608825683594
180,47.848236083984375
181,47.84584426879883
182,47.84346389770508
183,47.8410758972168
184,47.83869171142578
185,47.83631134033203
186,47.83393096923828
187,47.83154296875
188,47.82916259765625
189,47.826778411865234
190,47.824398040771484
191,47.82201385498047
192,47.81962203979492
193,47.81724166870117
194,47.81486129760742
195,47.812477111816406
196,47.81009292602539
197,47.807708740234375
198,47.805320739746094
199,47.802940368652344
200,47.800559997558594
201,47.798179626464844
202,47.7957878112793
203,47.79340362548828
204,47.791019439697266
205,47.78864288330078
206,47.786251068115234
207,47.783870697021484
208,47.781490325927734
209,47.779109954833984
210,47.77671813964844
211,47.77433395385742
212,47.77195358276367
213,47.769569396972656
214,47.76718521118164
215,47.764801025390625
216,47.762420654296875
217,47.760040283203125
218,47.757652282714844
219,47.755271911621094
220,47.75288391113281
221,47.75050354003906
222,47.74811553955078
223,47.7457389831543
224,47.74335479736328
225,47.740970611572266
226,47.73858642578125
227,47.73619842529297
228,47.73381805419922
229,47.7314338684082
230,47.72905349731445
231,47.726661682128906
232,47.72428512573242
233,47.72189712524414
234,47.71951675415039
235,47.71712875366211
236,47.71474838256836
237,47.712364196777344
238,47.709983825683594
239,47.707603454589844
240,47.7052116394043
241,47.70283126831055
242,47.700443267822266
243,47.698062896728516
244,47.6956787109375
245,47.69329071044922
246,47.69091033935547
247,47.68852615356445
248,47.68614959716797
249,47.68376159667969
250,47.68137741088867
251,47.678993225097656
252,47.67660903930664
253,47.67422103881836
254,47.67184066772461
255,47.66946029663086
256,47.66707229614258
257,47.664695739746094
258,47.66231155395508
259,47.65993118286133
260,47.65753936767578
261,47.6551628112793
262,47.652774810791016
263,47.650394439697266
264,47.648006439208984
265,47.64562225341797
266,47.643245697021484
267,47.64086151123047
268,47.63847351074219
269,47.63608932495117
270,47.63371276855469
271,47.63132095336914
272,47.62893295288086
273,47.626556396484375
274,47.624168395996094
275,47.62179183959961
276,47.61940383911133
277,47.61702346801758
