dynamics,prediction_time
0,41.11206817626953
1,41.10178756713867
2,41.09151077270508
3,41.081233978271484
4,41.07095718383789
5,41.0606803894043
6,41.0504035949707
7,41.040130615234375
8,41.029850006103516
9,41.01957702636719
10,41.009300231933594
11,40.9990234375
12,40.988746643066406
13,40.97846603393555
14,40.96819305419922
15,40.95791244506836
16,40.94763946533203
17,40.93735885620117
18,40.9376220703125
19,40.93962478637695
20,40.94163513183594
21,40.943641662597656
22,40.94564437866211
23,40.94765090942383
24,40.94965744018555
25,40.95166778564453
26,40.953670501708984
27,40.9556770324707
28,40.95768356323242
29,40.95969009399414
30,40.96007537841797
31,40.95768737792969
32,40.95530319213867
33,40.952919006347656
34,40.95053482055664
35,40.948150634765625
36,40.945770263671875
37,40.94338607788086
38,40.94100570678711
39,40.93861770629883
40,40.93623733520508
41,40.93385314941406
42,40.93146514892578
43,40.92908477783203
44,40.926700592041016
45,40.924320220947266
46,40.921932220458984
47,40.91954803466797
48,40.91716766357422
49,40.9147834777832
50,40.91239929199219
51,40.91001892089844
52,40.907630920410156
53,40.905250549316406
54,40.902862548828125
55,40.900482177734375
56,40.898094177246094
57,40.895713806152344
58,40.89332962036133
59,40.89094924926758
60,40.88855743408203
61,40.88618087768555
62,40.88379669189453
63,40.881412506103516
64,40.8790283203125
65,40.87664031982422
66,40.874263763427734
67,40.87187957763672
68,40.8694953918457
69,40.86711120605469
70,40.86473083496094
71,40.862342834472656
72,40.859962463378906
73,40.85757827758789
74,40.855194091796875
75,40.85280990600586
76,40.850425720214844
77,40.848045349121094
78,40.84565734863281
79,40.84327697753906
80,40.84088897705078
81,40.83850860595703
82,40.836124420166016
83,40.833740234375
84,40.83135986328125
85,40.82897186279297
86,40.82658767700195
87,40.8242073059082
88,40.82182693481445
89,40.819435119628906
90,40.817054748535156
91,40.81467056274414
92,40.812286376953125
93,40.80990219116211
94,40.807518005371094
95,40.805137634277344
96,40.80275344848633
97,40.80036926269531
98,40.7979850769043
99,40.79560089111328
100,40.79322052001953
101,40.79083251953125
102,40.7884521484375
103,40.78606414794922
104,40.783687591552734
105,40.78130340576172
106,40.77892303466797
107,40.77653884887695
108,40.77415084838867
109,40.77177047729492
110,40.769386291503906
111,40.76700210571289
112,40.764617919921875
113,40.762237548828125
114,40.759849548339844
115,40.757469177246094
116,40.75508499145508
117,40.75270080566406
118,40.75031661987305
119,40.747928619384766
120,40.74555206298828
121,40.7431640625
122,40.740779876708984
123,40.73839569091797
124,40.736019134521484
125,40.73362731933594
126,40.73124313354492
127,40.72886276245117
128,40.726478576660156
129,40.72409439086914
130,40.721710205078125
131,40.719329833984375
132,40.716941833496094
133,40.714561462402344
134,40.71217727661133
135,40.70978546142578
136,40.7074089050293
137,40.70502471923828
138,40.70264434814453
139,40.70025634765625
140,40.697879791259766
141,40.695491790771484
142,40.693115234375
143,40.69072723388672
144,40.68833923339844
145,40.68596267700195
146,40.683570861816406
147,40.681190490722656
148,40.67880630493164
149,40.67642593383789
150,40.67403793334961
151,40.67165756225586
152,40.669273376464844
153,40.66688919067383
154,40.66450119018555
155,40.6621208190918
156,40.65974044799805
157,40.657352447509766
158,40.654972076416016
159,40.652587890625
160,40.65019989013672
161,40.64781951904297
162,40.64543533325195
163,40.6430549621582
164,40.64066696166992
165,40.63828659057617
166,40.63589859008789
167,40.633522033691406
168,40.631134033203125
169,40.62874984741211
170,40.62636947631836
171,40.623985290527344
172,40.62159729003906
173,40.61921310424805
174,40.61683654785156
175,40.61444854736328
176,40.612064361572266
177,40.609683990478516
178,40.607303619384766
179,40.60491943359375
180,40.60253143310547
181,40.60015106201172
182,40.5977668762207
183,40.59538269042969
184,40.592994689941406
185,40.590614318847656
186,40.58823013305664
187,40.58584213256836
188,40.58346176147461
189,40.581077575683594
190,40.578697204589844
191,40.57631301879883
192,40.57393264770508
193,40.57154846191406
194,40.56916427612305
195,40.566776275634766
196,40.56439208984375
197,40.562007904052734
198,40.559627532958984
199,40.55724334716797
200,40.55485916137695
201,40.5524787902832
202,40.55009460449219
203,40.54771041870117
204,40.54532241821289
205,40.542938232421875
206,40.540557861328125
207,40.53817367553711
208,40.535789489746094
209,40.533409118652344
210,40.531028747558594
211,40.52863693237305
212,40.5262565612793
213,40.52388000488281
