dynamics,prediction_time
0,45.24858856201172
1,45.25059127807617
2,45.25259780883789
3,45.254600524902344
4,45.25660705566406
5,45.25862121582031
6,45.260623931884766
7,45.26263427734375
8,45.2646369934082
9,45.266639709472656
10,45.268646240234375
11,45.270652770996094
12,45.27265548706055
13,45.27466583251953
14,45.27667236328125
15,45.27867889404297
16,45.28068542480469
17,45.28268814086914
18,45.284698486328125
19,45.286705017089844
20,45.28871154785156
21,45.29071807861328
22,45.29271697998047
23,45.29472351074219
24,45.296730041503906
25,45.29874038696289
26,45.300743103027344
27,45.302757263183594
28,45.30475616455078
29,45.3067626953125
30,45.30877685546875
31,45.31077575683594
32,45.31278610229492
33,45.314788818359375
34,45.316795349121094
35,45.31880187988281
36,45.32080841064453
37,45.322811126708984
38,45.32482147216797
39,45.32682418823242
40,45.32575225830078
41,45.323368072509766
42,45.32098388671875
43,45.318599700927734
44,45.31621551513672
45,45.31383514404297
46,45.31144714355469
47,45.30906295776367
48,45.30668258666992
49,45.304298400878906
50,45.301918029785156
51,45.299530029296875
52,45.297149658203125
53,45.294761657714844
54,45.292381286621094
55,45.28999328613281
56,45.2876091003418
57,45.28522491455078
58,45.28284454345703
59,45.28046417236328
60,45.278076171875
61,45.27569580078125
62,45.27330780029297
63,45.27092742919922
64,45.26853942871094
65,45.26616287231445
66,45.26377868652344
67,45.26139831542969
68,45.259010314941406
69,45.256629943847656
70,45.254241943359375
71,45.251861572265625
72,45.249473571777344
73,45.247093200683594
74,45.24470901489258
75,45.24232482910156
76,45.23994064331055
77,45.2375602722168
78,45.235172271728516
79,45.232791900634766
80,45.23040771484375
81,45.22801971435547
82,45.22563934326172
83,45.2232551574707
84,45.22087478637695
85,45.21849060058594
86,45.216102600097656
87,45.213722229003906
88,45.211334228515625
89,45.20895004272461
90,45.20656967163086
91,45.204185485839844
92,45.201805114746094
93,45.19941711425781
94,45.19703674316406
95,45.19464874267578
96,45.19226837158203
97,45.18988800048828
98,45.1875
99,45.18511962890625
100,45.18273162841797
101,45.18034744262695
102,45.1779670715332
103,45.17558288574219
104,45.17320251464844
105,45.170814514160156
106,45.168434143066406
107,45.166053771972656
108,45.163665771484375
109,45.161285400390625
110,45.158897399902344
111,45.15651321411133
112,45.15413284301758
113,45.15175247192383
114,45.14936065673828
115,45.14698791503906
116,45.144596099853516
117,45.1422119140625
118,45.139827728271484
119,45.137447357177734
120,45.13506317138672
121,45.13267517089844
122,45.13029479980469
123,45.12791061401367
124,45.12553405761719
125,45.123146057128906
126,45.120758056640625
127,45.118370056152344
128,45.115997314453125
129,45.113609313964844
130,45.11122512817383
131,45.10884475708008
132,45.10646057128906
133,45.10407638549805
134,45.10169219970703
135,45.099308013916016
136,45.096923828125
137,45.094539642333984
138,45.092159271240234
139,45.089778900146484
140,45.08739471435547
141,45.08500671386719
142,45.08262634277344
143,45.08024597167969
144,45.07785415649414
145,45.075469970703125
146,45.07309341430664
147,45.070709228515625
148,45.06831741333008
149,45.065940856933594
150,45.06355285644531
151,45.06117630004883
152,45.05878829956055
153,45.05640411376953
154,45.05401611328125
155,45.0516357421875
156,45.04925537109375
157,45.04686737060547
158,45.04448699951172
159,45.0421028137207
160,45.03971862792969
161,45.03733444213867
162,45.034950256347656
163,45.03256607055664
164,45.030181884765625
165,45.02779769897461
166,45.025413513183594
167,45.023033142089844
168,45.02064895629883
169,45.01826858520508
170,45.0158805847168
171,45.01349639892578
172,45.011112213134766
173,45.00872802734375
174,45.006351470947266
175,45.00395965576172
176,45.0015869140625
177,44.99919891357422
178,44.99681854248047
179,44.99443435668945
180,44.99205017089844
181,44.989662170410156
182,44.98727798461914
183,44.98489761352539
184,44.982513427734375
185,44.98012924194336
186,44.977745056152344
187,44.975364685058594
188,44.97298049926758
189,44.9705924987793
190,44.96821212768555
191,44.965824127197266
192,44.96344757080078
193,44.961055755615234
194,44.958675384521484
195,44.956295013427734
196,44.95391082763672
197,44.95152282714844
198,44.94914245605469
199,44.94675827026367
200,44.944366455078125
201,44.941986083984375
202,44.939605712890625
203,44.937225341796875
204,44.934837341308594
205,44.932456970214844
206,44.93007278442383
207,44.92768859863281
208,44.9253044128418
209,44.922916412353516
210,44.92053985595703
211,44.91815185546875
212,44.915771484375
213,44.913387298583984
214,44.911006927490234
215,44.90862274169922
216,44.90623474121094
217,44.90385818481445
218,44.90147399902344
219,44.89908981323242
220,44.89670181274414
221,44.89432144165039
222,44.89193344116211
223,44.88955307006836
224,44.887168884277344
225,44.88478088378906
226,44.88240432739258
227,44.88002014160156
228,44.87763595581055
229,44.87525177001953
230,44.872867584228516
231,44.870479583740234
232,44.86810302734375
233,44.86571502685547
234,44.86333084106445
235,44.86094665527344
236,44.85856628417969
237,44.85618591308594
238,44.85379409790039
239,44.851417541503906
240,44.849029541015625
241,44.846649169921875
242,44.84426498413086
243,44.84187316894531
244,44.83949279785156
245,44.83711242675781
