ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,01:02.2,01:02.2,0.2,5:11,,129,150,,7,,,,,162,209,48.3% L / 51.7% R,1.12,9.7,7.7,7,,4:33,169,0:58,4:50,173,48
2,00:59.5,02:01.7,0.2,4:57,,164,174,8,,,,,,168,211,48.9% L / 51.1% R,1.21,9.6,7.7,10,,4:44,170,00:59.5,4:57,173,48
3,01:03.5,03:05.1,0.2,5:17,,178,180,,7,,,,,170,211,49.1% L / 50.9% R,1.15,9.3,7.9,11,,4:58,172,1:03,5:15,173,48
4,01:01.7,04:06.9,0.2,5:09,,180,182,10,2,,,,,169,214,49.3% L / 50.7% R,1.13,9.4,8,10,,5:15,172,01:01.7,5:09,173,48
5,01:04.8,05:11.6,0.2,5:24,,184,185,,10,,,,,168,220,49.2% L / 50.8% R,1.1,9.4,8.3,11,,5:18,171,01:04.8,5:24,173,48
6,01:03.2,06:14.8,0.2,5:16,,184,185,9,7,,,,,170,221,49.3% L / 50.7% R,1.1,9.1,8.1,11,,5:13,172,1:03,5:15,173,48
7,01:03.1,07:18.0,0.2,5:16,,182,183,7,2,,,,,174,219,49.1% L / 50.9% R,1.1,8.5,7.5,11,,5:12,176,1:03,5:15,173,48
8,01:03.3,08:21.3,0.2,5:17,,182,184,,7,,,,,176,219,49.3% L / 50.7% R,1.08,8.2,7.4,11,,5:14,179,1:03,5:15,173,48
9,01:00.2,09:21.5,0.2,5:01,,183,185,6,,,,,,178,218,49.4% L / 50.6% R,1.1,8.2,7.2,10,,5:05,183,1:00,5:00,173,48
10,00:59.9,10:21,0.2,4:59,,184,187,3,7,,,,,181,214,49.7% L / 50.3% R,1.12,7.7,6.6,10,,4:56,183,00:59.9,4:59,173,48
11,00:55.4,11:17,0.2,4:37,,190,193,8,1,,,,,180,211,49.7% L / 50.3% R,1.19,7.7,6.3,10,,4:16,184,00:55.4,4:37,173,48
12,00:54.3,12:11,0.2,4:31,,194,196,,8,,,,,184,207,49.6% L / 50.4% R,1.21,7.5,5.9,10,,4:23,187,0:54,4:30,173,48
13,00:55.4,13:06,0.2,4:37,,196,197,8,,,,,,184,211,49.0% L / 51.0% R,1.17,7.5,6.2,10,,4:29,186,0:55,4:35,173,48
14,00:57.3,14:04,0.2,4:46,,197,198,,8,,,,,182,217,48.5% L / 51.5% R,1.18,7.5,6.2,11,,4:36,186,00:57.3,4:46,173,48
15,00:56.3,15:00,0.2,4:42,,198,199,9,,,,,,179,222,48.7% L / 51.3% R,1.15,7.8,6.5,10,,4:44,183,0:56,4:40,173,48
16,01:07.3,16:07,0.2,5:36,,195,198,,10,,,,,169,246,47.6% L / 52.4% R,1.1,8.8,7.7,12,,4:56,180,1:07,5:35,173,48
17,00:35.1,16:42,0.06,9:18,,190,193,10,,,,,,133,268,47.4% L / 52.6% R,0.91,7.1,8.3,6,,5:49,166,0:25,6:38,173,48
