lap,time,pace,accumulated_time,ave_heart_rate,max_heart_rate,ave_pitch,ave_grond,right_GCT,left_GCT,ave_stride,ave_vertical_motion,ave_Vertical_movement_ratio,calorie,high_pace,high_pitch,ave_move_pace,height,weight
2.0,59.6,298.0,113.0,185.0,191.0,180.0,241.0,50.0,50.0,1.16,10.9,9.2,15.0,259.0,183.0,295.0,170.0,65.0
3.0,60.1,300.0,174.0,194.0,198.0,179.0,230.0,50.2,49.8,1.12,11.0,9.6,15.0,295.0,183.0,300.0,170.0,65.0
4.0,60.8,304.0,234.0,193.0,196.0,178.0,223.0,50.0,50.0,1.11,11.1,9.8,15.0,305.0,180.0,304.0,170.0,65.0
5.0,67.3,336.0,302.0,192.0,195.0,175.0,226.0,50.2,49.8,1.04,11.4,10.7,15.0,306.0,177.0,335.0,170.0,65.0
6.0,65.2,326.0,367.0,189.0,191.0,176.0,229.0,50.3,49.7,1.04,11.3,10.6,15.0,323.0,178.0,326.0,170.0,65.0
7.0,67.3,336.0,434.0,186.0,190.0,175.0,232.0,50.4,49.6,1.01,11.4,11.1,15.0,331.0,177.0,335.0,170.0,65.0
8.0,65.2,326.0,499.0,189.0,190.0,174.0,238.0,50.2,49.8,1.05,11.6,10.8,15.0,324.0,178.0,325.0,170.0,65.0
9.0,67.4,337.0,567.0,189.0,192.0,172.0,231.0,50.6,49.4,1.06,11.7,10.8,15.0,320.0,174.0,337.0,170.0,65.0
10.0,67.6,338.0,635.0,190.0,191.0,172.0,230.0,50.4,49.6,1.03,11.8,11.2,16.0,335.0,173.0,335.0,170.0,65.0
11.0,64.2,321.0,699.0,191.0,193.0,173.0,231.0,50.4,49.6,1.07,11.6,10.6,15.0,325.0,175.0,320.0,170.0,65.0
12.0,68.3,342.0,767.0,191.0,194.0,173.0,235.0,50.1,49.9,1.04,11.5,11.0,16.0,327.0,174.0,341.0,170.0,65.0
13.0,65.9,329.0,833.0,190.0,192.0,173.0,234.0,50.1,49.9,1.04,11.5,10.9,15.0,334.0,175.0,325.0,170.0,65.0
14.0,62.2,311.0,895.0,192.0,194.0,175.0,233.0,50.3,49.7,1.1,11.5,10.3,15.0,311.0,177.0,311.0,170.0,65.0
15.0,55.8,279.0,951.0,194.0,198.0,176.0,230.0,50.6,49.4,1.17,11.3,9.5,13.0,275.0,181.0,275.0,170.0,65.0
1.0,72.1,360.0,72.0,132.0,143.0,173.0,209.0,50.3,49.7,0.97,9.0,7.5,7.0,312.0,178.0,340.0,170.0,65.0
2.0,62.6,313.0,134.0,162.0,169.0,180.0,206.0,49.9,50.1,1.07,8.3,7.6,8.0,292.0,182.0,313.0,170.0,65.0
3.0,60.8,304.0,195.0,172.0,177.0,181.0,210.0,49.6,50.4,1.09,8.3,7.4,10.0,282.0,185.0,300.0,170.0,65.0
4.0,67.4,337.0,262.0,179.0,183.0,185.0,207.0,49.5,50.5,1.07,7.8,7.0,12.0,290.0,188.0,337.0,170.0,65.0
5.0,61.6,308.0,324.0,183.0,185.0,185.0,210.0,49.8,50.2,1.06,7.8,7.1,11.0,294.0,188.0,305.0,170.0,65.0
6.0,61.1,306.0,385.0,184.0,186.0,184.0,211.0,50.1,49.9,1.07,7.5,6.8,11.0,290.0,186.0,305.0,170.0,65.0
7.0,61.4,307.0,446.0,181.0,186.0,184.0,212.0,50.3,49.7,1.06,7.5,6.8,11.0,292.0,186.0,307.0,170.0,65.0
8.0,61.4,307.0,508.0,168.0,171.0,184.0,213.0,50.1,49.9,1.07,7.5,6.7,11.0,290.0,185.0,305.0,170.0,65.0
9.0,62.1,310.0,570.0,175.0,185.0,184.0,214.0,50.0,50.0,1.06,7.4,6.8,11.0,294.0,187.0,310.0,170.0,65.0
10.0,64.5,323.0,635.0,186.0,187.0,182.0,220.0,50.1,49.9,1.03,7.5,7.1,12.0,294.0,183.0,323.0,170.0,65.0
11.0,65.1,326.0,700.0,186.0,188.0,181.0,222.0,50.3,49.7,1.02,7.5,7.1,12.0,306.0,184.0,325.0,170.0,65.0
12.0,65.8,329.0,766.0,186.0,187.0,178.0,227.0,50.4,49.6,1.03,7.6,7.2,12.0,297.0,181.0,329.0,170.0,65.0
13.0,34.9,174.0,801.0,186.0,186.0,177.0,232.0,50.7,49.3,1.03,8.0,7.6,6.0,301.0,179.0,174.0,170.0,65.0
14.0,66.5,333.0,867.0,185.0,186.0,178.0,229.0,50.4,49.6,1.13,7.8,6.7,12.0,288.0,181.0,330.0,170.0,65.0
15.0,60.6,303.0,928.0,185.0,188.0,181.0,221.0,49.9,50.1,1.1,7.8,6.8,10.0,287.0,184.0,303.0,170.0,65.0
