lap,time,pace,accumulated_time,ave_heart_rate,max_heart_rate,ave_pitch,ave_grond,right_GCT,left_GCT,ave_stride,ave_vertical_motion,ave_Vertical_movement_ratio,calorie,high_pace,high_pitch,ave_move_pace,height,weight
1.0,57.0,285.0,57.0,126.0,164.0,174.0,193.0,51.1,48.9,1.18,9.1,7.2,8.0,250.0,205.0,255.0,172.0,55.0
2.0,52.0,260.0,108.0,171.0,174.0,175.0,184.0,50.9,49.1,1.29,9.4,7.0,11.0,263.0,177.0,260.0,172.0,55.0
3.0,54.9,275.0,163.0,181.0,185.0,175.0,190.0,51.1,48.9,1.25,9.4,7.2,12.0,266.0,176.0,275.0,172.0,55.0
4.0,60.0,300.0,223.0,185.0,186.0,173.0,199.0,51.2,48.8,1.18,9.5,7.8,13.0,274.0,175.0,300.0,172.0,55.0
5.0,63.5,318.0,287.0,183.0,186.0,173.0,210.0,50.2,49.8,1.1,9.2,8.1,13.0,305.0,175.0,318.0,172.0,55.0
6.0,64.3,322.0,351.0,182.0,188.0,174.0,213.0,49.6,50.4,1.07,9.0,8.3,13.0,316.0,176.0,320.0,172.0,55.0
7.0,65.5,328.0,417.0,179.0,181.0,174.0,213.0,50.1,49.9,1.06,9.1,8.4,13.0,319.0,176.0,328.0,172.0,55.0
8.0,68.2,341.0,485.0,179.0,182.0,174.0,220.0,50.1,49.9,1.03,9.0,8.5,14.0,329.0,176.0,340.0,172.0,55.0
9.0,66.7,333.0,552.0,177.0,178.0,173.0,225.0,49.8,50.2,1.04,9.0,8.4,12.0,331.0,175.0,333.0,172.0,55.0
10.0,73.1,365.0,625.0,174.0,178.0,171.0,244.0,50.3,49.7,0.99,8.9,8.7,14.0,339.0,173.0,365.0,172.0,55.0
11.0,66.7,334.0,692.0,169.0,171.0,171.0,234.0,50.2,49.8,1.01,9.0,8.7,12.0,339.0,174.0,330.0,172.0,55.0
12.0,72.0,360.0,764.0,175.0,177.0,172.0,237.0,50.2,49.8,0.99,8.9,8.8,13.0,341.0,175.0,360.0,172.0,55.0
13.0,74.6,373.0,839.0,169.0,174.0,173.0,240.0,50.1,49.9,0.92,8.9,9.4,13.0,375.0,174.0,373.0,172.0,55.0
14.0,67.4,337.0,906.0,169.0,172.0,173.0,222.0,50.0,50.0,1.0,9.3,9.1,12.0,334.0,177.0,335.0,172.0,55.0
15.0,64.9,323.0,971.0,175.0,181.0,172.0,214.0,50.1,49.9,1.12,9.7,8.4,13.0,292.0,175.0,318.0,172.0,55.0
1.0,56.4,282.0,56.0,109.0,127.0,180.0,192.0,48.6,51.4,1.22,8.5,6.4,7.0,252.0,190.0,260.0,172.0,55.0
2.0,53.7,268.0,110.0,138.0,143.0,182.0,189.0,51.2,48.8,1.23,8.7,6.8,12.0,271.0,184.0,268.0,172.0,55.0
3.0,57.0,285.0,167.0,147.0,153.0,178.0,197.0,51.5,48.5,1.2,9.0,7.3,12.0,271.0,181.0,285.0,172.0,55.0
4.0,55.6,278.0,222.0,154.0,156.0,178.0,198.0,51.8,48.2,1.19,9.1,7.4,12.0,281.0,179.0,275.0,172.0,55.0
5.0,59.4,297.0,282.0,154.0,159.0,177.0,202.0,51.9,48.1,1.17,9.2,7.6,11.0,283.0,179.0,297.0,172.0,55.0
6.0,60.4,302.0,342.0,154.0,157.0,177.0,205.0,52.1,47.9,1.15,9.2,7.7,13.0,292.0,178.0,300.0,172.0,55.0
