ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,01:09.3,01:09.3,0.2,5:47,,158,170,,7,,,,,172,244,左 49.9%／右 50.1%,0.99,11.1,10.9,14,,5:23,177,1:02,5:10,170,65
2,01:02.7,02:12.0,0.2,5:14,,177,180,11,,,,,,174,237,左 49.7%／右 50.3%,1.07,11.5,10.5,13,,5:17,178,01:02.7,5:14,170,65
3,00:53.3,03:05.3,0.2,4:27,,184,193,,10,,,,,176,226,左 50.0%／右 50.0%,1.31,11.5,8.6,14,,4:06,180,0:53,4:25,170,65
4,01:08.3,04:13.7,0.2,5:42,,188,193,12,4,,,,,171,240,左 49.7%／右 50.3%,1.06,11.8,10.9,15,,4:52,172,01:08.3,5:42,170,65
5,01:12.1,05:25.7,0.2,6:00,,181,185,,8,,,,,172,236,左 49.7%／右 50.3%,0.98,11.6,11.6,15,,5:39,175,1:12,6:00,170,65
6,01:08.2,06:33.9,0.2,5:41,,180,184,12,5,,,,,173,238,左 49.7%／右 50.3%,1.01,11.6,11.3,14,,5:48,175,01:08.2,5:41,170,65
7,01:08.2,07:42.1,0.2,5:41,,183,185,,8,,,,,173,239,左 49.6%／右 50.4%,1.02,11.6,11.2,15,,5:44,175,1:08,5:40,170,65
8,01:09.6,08:51.7,0.2,5:48,,182,186,11,4,,,,,174,241,左 50.0%／右 50.0%,0.99,11.5,11.4,15,,5:45,176,01:09.6,5:48,170,65
9,01:12.0,10:04,0.2,6:00,,184,185,,6,,,,,173,240,左 49.4%／右 50.6%,0.99,11.5,11.4,16,,5:48,175,1:12,6:00,170,65
10,01:12.9,11:17,0.2,6:04,,182,185,10,10,,,,,173,242,左 49.6%／右 50.4%,0.94,11.4,11.9,16,,5:58,175,01:12.9,6:04,170,65
11,01:07.7,12:24,0.2,5:38,,185,188,7,,,,,,173,243,左 49.5%／右 50.5%,1.03,11.5,10.9,14,,5:31,174,1:07,5:35,170,65
12,01:07.5,13:32,0.2,5:38,,187,188,4,8,,,,,172,235,左 49.4%／右 50.6%,1.03,11.7,11.1,15,,5:30,175,01:07.5,5:38,170,65
13,01:07.9,14:40,0.2,5:40,,187,189,7,3,,,,,173,231,左 49.8%／右 50.2%,1.01,11.4,11.1,15,,5:40,176,01:07.9,5:40,170,65
14,01:08.7,15:49,0.2,5:44,,187,188,1,8,,,,,174,237,左 49.6%／右 50.4%,1.01,11.3,11.1,15,,5:37,176,01:08.7,5:44,170,65
15,01:03.7,16:52,0.2,5:19,,188,190,8,,,,,,176,237,左 49.9%／右 50.1%,1.03,11.1,10.5,14,,5:28,179,1:03,5:15,170,65
16,00:03.9,16:56,0.01,4:50,,190,190,,,,,,,177,244,左 50.1%／右 49.9%,1.1,11.2,9.9,1,,5:26,177,0:03,3:45,170,65
