ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:54.3,00:54.3,0.2,4:32,,158,179,,6,,,,,177,232,左 50.6%／右 49.4%,1.23,10.5,9,12,,3:40,193,0:48,4:00,170,65
2,00:59.6,01:53.9,0.2,4:58,,185,191,10,,,,,,180,241,左 50.0%／右 50.0%,1.16,10.9,9.2,15,,4:19,183,0:59,4:55,170,65
3,01:00.1,02:54.0,0.2,5:00,,194,198,,11,,,,,179,230,左 49.8%／右 50.2%,1.12,11,9.6,15,,4:55,183,1:00,5:00,170,65
4,01:00.8,03:54.8,0.2,5:04,,193,196,12,,,,,,178,223,左 50.0%／右 50.0%,1.11,11.1,9.8,15,,5:05,180,01:00.8,5:04,170,65
5,01:07.3,05:02.0,0.2,5:36,,192,195,,10,,,,,175,226,左 49.8%／右 50.2%,1.04,11.4,10.7,15,,5:06,177,1:07,5:35,170,65
6,01:05.2,06:07.2,0.2,5:26,,189,191,10,,,,,,176,229,左 49.7%／右 50.3%,1.04,11.3,10.6,15,,5:23,178,01:05.2,5:26,170,65
7,01:07.3,07:14.6,0.2,5:36,,186,190,,10,,,,,175,232,左 49.6%／右 50.4%,1.01,11.4,11.1,15,,5:31,177,1:07,5:35,170,65
8,01:05.2,08:19.8,0.2,5:26,,189,190,9,7,,,,,174,238,左 49.8%／右 50.2%,1.05,11.6,10.8,15,,5:24,178,1:05,5:25,170,65
9,01:07.4,09:27.2,0.2,5:37,,189,192,5,2,,,,,172,231,左 49.4%／右 50.6%,1.06,11.7,10.8,15,,5:20,174,01:07.4,5:37,170,65
10,01:07.6,10:35,0.2,5:38,,190,191,6,10,,,,,172,230,左 49.6%／右 50.4%,1.03,11.8,11.2,16,,5:35,173,1:07,5:35,170,65
11,01:04.2,11:39,0.2,5:21,,191,193,9,,,,,,173,231,左 49.6%／右 50.4%,1.07,11.6,10.6,15,,5:25,175,1:04,5:20,170,65
12,01:08.3,12:47,0.2,5:42,,191,194,,10,,,,,173,235,左 49.9%／右 50.1%,1.04,11.5,11,16,,5:27,174,01:08.3,5:41,170,65
13,01:05.9,13:53,0.2,5:29,,190,192,9,,,,,,173,234,左 49.9%／右 50.1%,1.04,11.5,10.9,15,,5:34,175,1:05,5:25,170,65
14,01:02.2,14:55,0.2,5:11,,192,194,,10,,,,,175,233,左 49.7%／右 50.3%,1.1,11.5,10.3,15,,5:11,177,01:02.2,5:11,170,65
15,00:55.8,15:51,0.2,4:39,,194,198,8,,,,,,176,230,左 49.4%／右 50.6%,1.17,11.3,9.5,13,,4:35,181,0:55,4:35,170,65
16,00:00.6,15:52,0,2:48,,196,196,,,,,,,181,228,左 49.3%／右 50.7%,1.17,11,9.1,0,,4:56,181,00:00.6,2:48,170,65
