ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:50.8,00:50.8,0.2,4:14,,141,164,,,,,,,165,209,左 50.0%／右 50.0%,1.32,10.2,7.8,7,,4:02,172,0:46,3:50,175,68
2,00:51.6,01:42.4,0.2,4:18,,175,183,3,8,,,,,164,210,左 49.5%／右 50.5%,1.45,11.3,7.5,9,,4:07,167,0:51,4:15,175,68
3,00:52.5,02:35.0,0.2,4:23,,180,183,7,2,,,,,163,210,左 49.9%／右 50.1%,1.43,11.3,7.7,8,,4:16,164,00:52.5,4:23,175,68
4,00:52.5,03:27.5,0.2,4:23,,183,186,5,9,,,,,161,211,左 49.6%／右 50.4%,1.41,11.4,7.8,10,,4:21,163,0:52,4:20,175,68
5,00:49.9,04:17.4,0.2,4:10,,182,190,7,2,,,,,162,208,左 49.9%／右 50.1%,1.47,11.2,7.4,9,,4:15,163,00:49.9,4:10,175,68
6,00:51.0,05:08.5,0.2,4:15,,193,196,5,9,,,,,161,210,左 50.1%／右 49.9%,1.45,11.3,7.6,10,,4:15,163,0:51,4:15,175,68
7,00:51.7,06:00.2,0.2,4:19,,197,198,6,2,,,,,161,211,左 50.3%／右 49.7%,1.46,11.3,7.5,10,,4:13,163,00:51.7,4:19,175,68
8,00:51.1,06:51.3,0.2,4:15,,196,197,4,9,,,,,161,210,左 50.3%／右 49.7%,1.45,11.3,7.6,10,,4:16,163,00:51.1,4:15,175,68
9,00:51.0,07:42.3,0.2,4:15,,197,199,7,2,,,,,161,211,左 50.2%／右 49.8%,1.48,11.4,7.4,10,,4:13,163,0:51,4:15,175,68
10,00:52.4,08:34.7,0.2,4:22,,196,197,5,9,,,,,160,213,左 50.5%／右 49.5%,1.44,11.5,7.7,10,,4:15,162,00:52.4,4:22,175,68
11,00:50.8,09:25.5,0.2,4:14,,197,198,7,2,,,,,162,212,左 50.5%／右 49.5%,1.45,11.2,7.5,9,,4:18,163,0:50,4:10,175,68
12,00:50.4,10:16,0.2,4:12,,198,198,5,9,,,,,162,212,左 50.0%／右 50.0%,1.46,11.2,7.4,10,,4:15,164,00:50.4,4:12,175,68
13,00:50.7,11:07,0.2,4:13,,198,199,7,1,,,,,162,212,左 49.9%／右 50.1%,1.47,11.1,7.3,10,,4:13,164,0:50,4:10,175,68
14,00:48.0,11:55,0.2,4:00,,201,203,4,9,,,,,163,208,左 50.2%／右 49.8%,1.5,10.9,7,10,,4:05,165,0:48,4:00,175,68
15,00:40.4,12:35,0.2,3:22,,206,208,7,2,,,,,171,191,左 50.7%／右 49.3%,1.68,9.5,5.5,8,,3:05,182,00:40.4,3:22,175,68
16,00:08.1,12:43,0.03,4:08,,208,208,,,,,,,162,216,左 50.5%／右 49.5%,1.67,10.8,6.1,2,,3:34,164,0:07,3:35,175,68
