ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:48.6,00:48.6,0.2,4:03,,144,163,,,,,,,165,209,50.0% L / 50.0% R,1.31,10.2,7.9,11,,3:54,172,0:48,4:00,177,62
2,00:51.0,01:39.6,0.2,4:15,,168,171,,,,,,,164,210,49.5% L / 50.5% R,1.45,11.3,7.5,13,,4:04,167,0:51,4:15,177,62
3,00:50.9,02:30.6,0.2,4:15,,171,172,,,,,,,163,210,49.9% L / 50.1% R,1.43,11.3,7.7,13,,3:56,164,00:50.9,4:15,177,62
4,00:51.3,03:21.9,0.2,4:16,,173,176,5,,,,,,161,212,49.6% L / 50.4% R,1.41,11.4,7.9,13,,4:10,162,0:50,4:10,177,62
5,00:49.4,04:11.2,0.2,4:07,,175,178,,4,,,,,162,208,49.9% L / 50.1% R,1.46,11.2,7.4,12,,4:01,163,00:49.4,4:07,177,62
6,00:50.2,05:01.4,0.2,4:11,,177,178,,,,,,,161,210,50.0% L / 50.0% R,1.45,11.4,7.6,12,,3:54,163,0:50,4:10,177,62
7,00:50.5,05:51.9,0.2,4:12,,178,180,,,,,,,162,210,50.4% L / 49.6% R,1.46,11.3,7.5,12,,4:07,163,00:50.5,4:12,177,62
8,00:50.8,06:42.7,0.2,4:14,,178,179,,,,,,,161,211,50.3% L / 49.7% R,1.45,11.4,7.6,13,,4:07,163,00:50.8,4:14,177,62
9,00:48.6,07:31.3,0.2,4:03,,178,180,,,,,,,161,210,50.3% L / 49.8% R,1.48,11.3,7.4,12,,4:08,163,0:48,4:00,177,62
10,00:52.3,08:23.6,0.2,4:21,,180,181,,,,,,,160,212,50.4% L / 49.6% R,1.45,11.5,7.7,13,,3:57,161,0:52,4:20,177,62
11,00:50.5,09:14.1,0.2,4:12,,178,180,,,,,,,162,212,50.6% L / 49.4% R,1.44,11.3,7.6,12,,4:13,163,0:50,4:10,177,62
12,00:50.0,10:04,0.2,4:10,,175,178,,,,,,,162,213,50.0% L / 50.0% R,1.45,11.2,7.4,12,,4:04,164,00:50.0,4:10,177,62
13,00:50.3,10:54,0.2,4:12,,178,179,,,,,,,162,212,49.8% L / 50.2% R,1.48,11,7.2,13,,4:06,164,00:50.3,4:11,177,62
14,00:49.5,11:44,0.2,4:08,,178,181,,,,,,,163,210,50.2% L / 49.8% R,1.48,11,7.2,12,,4:04,164,0:49,4:05,177,62
15,00:41.8,12:26,0.2,3:29,,180,182,,,,,,,171,192,50.7% L / 49.3% R,1.6,9.5,5.9,11,,3:02,182,00:41.8,3:29,177,62
16,00:29.8,12:56,0.09,5:50,,181,182,,,,,,,129,194,50.6% L / 49.4% R,1.36,7.5,5,7,,3:01,174,0:29,5:41,,
