ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:46.5,00:46.5,0.2,3:53,,110,132,,6,,,,,144,182,左 50.1%／右 49.9%,1.55,11.7,6.8,6,,3:53,159,0:42,3:30,178,63
2,00:45.9,01:32.5,0.2,3:50,,135,139,7,,,,,,158,200,左 50.6%／右 49.4%,1.65,12.2,7,10,,3:46,164,00:45.9,3:50,178,63
3,00:44.4,02:16.9,0.2,3:42,,136,142,,7,,,,,159,194,左 49.9%／右 50.1%,1.65,12.3,7.4,10,,3:33,161,0:44,3:40,178,63
4,00:45.1,03:01.9,0.2,3:45,,135,140,7,,,,,,158,190,左 50.3%／右 49.7%,1.7,12.6,7.1,11,,3:32,161,0:45,3:45,178,63
5,00:45.4,03:47.3,0.2,3:47,,147,150,3,9,,,,,158,191,左 50.5%／右 49.5%,1.66,12.7,7.4,11,,3:46,158,00:45.4,3:47,178,63
6,00:46.6,04:33.9,0.2,3:53,,149,153,10,,,,,,157,190,左 50.7%／右 49.3%,1.63,12.8,7.6,10,,3:47,158,0:46,3:50,178,63
7,00:47.0,05:20.9,0.2,3:55,,156,161,,10,,,,,157,195,左 50.6%／右 49.4%,1.64,12.6,7.4,12,,3:47,158,00:47.0,3:55,178,63
8,00:45.3,06:06.2,0.2,3:47,,161,164,9,,,,,,157,195,左 51.1%／右 48.9%,1.63,12.7,7.5,12,,3:54,159,00:45.3,3:47,178,63
9,00:46.3,06:52.5,0.2,3:52,,160,165,,8,,,,,157,195,左 50.7%／右 49.3%,1.63,12.6,7.4,11,,3:48,158,0:46,3:50,178,63
10,00:42.9,07:35.4,0.2,3:34,,156,160,10,11,,,,,157,194,左 50.9%／右 49.1%,1.67,13,7.6,11,,3:41,159,00:42.9,3:34,178,63
11,00:46.3,08:21.7,0.2,3:51,,163,166,,,,,,,157,192,左 50.6%／右 49.4%,1.7,12.6,7.2,12,,3:41,159,0:46,3:50,178,63
12,00:45.5,09:07.1,0.2,3:47,,170,183,10,11,,,,,157,196,左 50.7%／右 49.3%,1.69,12.6,7.2,12,,3:43,159,00:45.5,3:47,178,63
13,00:47.3,09:54.4,0.2,3:56,,178,182,,,,,,,156,198,左 50.9%／右 49.1%,1.67,12.8,7.4,11,,3:49,158,0:47,3:55,178,63
14,00:46.8,10:41,0.2,3:54,,185,188,10,7,,,,,156,198,左 50.6%／右 49.4%,1.58,12.7,7.8,12,,3:55,157,00:46.8,3:54,178,63
15,00:48.5,11:30,0.2,4:02,,187,189,9,2,,,,,157,205,左 50.9%／右 49.1%,1.58,12.3,7.5,11,,3:53,159,0:48,4:00,178,63
16,00:01.3,11:31,0.01,4:18,,188,188,,,,,,,157,212,左 51.0%／右 49.0%,1.55,11.8,7.3,0,,4:04,157,0:01,3:18,178,63
17,00:06.6,15:32,0.01,12:34,,166,167,,,,,,,112,,,0.69,3.6,5.5,2,,14:53,112,0:06,11:21,178,63
