ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:44.6,00:44.6,0.2,3:43,,117,141,,8,,,,,158,192,左 48.7%／右 51.3%,1.62,12.5,9.2,8,,3:36,161,0:44,3:40,178,63
2,00:44.0,01:28.7,0.2,3:40,,148,151,9,,,,,,157,192,左 50.3%／右 49.7%,1.76,12.5,6.9,10,,3:38,160,0:44,3:40,178,63
3,00:49.5,02:18.1,0.2,4:07,,144,152,,10,,,,,157,202,左 50.5%／右 49.5%,1.63,12.7,7.5,13,,3:41,163,00:49.5,4:07,178,63
4,00:46.2,03:04.3,0.2,3:51,,144,147,9,,,,,,157,197,左 50.7%／右 49.3%,1.6,12.5,7.6,9,,3:57,159,0:46,3:50,178,63
5,00:46.9,03:51.2,0.2,3:54,,149,153,,10,,,,,159,194,左 50.9%／右 49.1%,1.64,12.2,7.2,11,,3:48,161,00:46.9,3:54,178,63
6,00:45.1,04:36.3,0.2,3:46,,155,157,9,8,,,,,157,195,左 51.0%／右 49.0%,1.66,12.4,7.2,11,,3:48,159,0:45,3:45,178,63
7,00:45.6,05:21.9,0.2,3:48,,156,159,,,,,,,158,195,左 51.2%／右 48.8%,1.69,12.2,7,12,,3:37,160,00:45.6,3:48,178,63
8,00:46.4,06:08.3,0.2,3:52,,160,161,9,7,,,,,160,190,左 51.1%／右 48.9%,1.69,12,6.8,12,,3:36,161,0:46,3:50,178,63
9,00:46.7,06:55.0,0.2,3:54,,161,163,9,3,,,,,159,194,左 50.9%／右 49.1%,1.63,11.9,7.1,11,,3:45,160,00:46.7,3:54,178,63
10,00:46.4,07:41.4,0.2,3:52,,163,168,,7,,,,,159,198,左 51.1%／右 48.9%,1.61,12,7.1,12,,3:54,161,0:46,3:50,178,63
11,00:48.0,08:29.4,0.2,4:00,,166,168,8,3,,,,,158,199,左 51.2%／右 48.8%,1.59,12.1,7.3,12,,3:56,161,0:48,4:00,178,63
12,00:47.5,09:16.9,0.2,3:57,,165,170,,8,,,,,157,203,左 50.8%／右 49.2%,1.62,12.3,7.3,13,,3:51,159,00:47.5,3:57,178,63
13,00:48.9,10:06,0.2,4:05,,166,175,8,,,,,,157,203,左 51.0%／右 49.0%,1.61,12.3,7.3,12,,3:54,158,00:48.9,4:05,178,63
14,00:47.3,10:53,0.2,3:57,,177,181,,8,,,,,156,204,左 50.9%／右 49.1%,1.58,12.1,7.4,11,,3:51,158,0:47,3:55,178,63
15,00:46.1,11:39,0.2,3:50,,181,182,7,,,,,,156,208,左 51.0%／右 49.0%,1.65,12.2,7.1,11,,3:50,158,0:46,3:50,178,63
16,00:01.8,11:41,0.01,3:23,,181,181,,,,,,,154,207,左 51.1%／右 48.9%,1.62,13.3,7.6,0,,3:57,154,0:01,1:50,178,63
17,00:06.6,15:32,0.01,12:34,,166,167,,,,,,,112,,,0.69,3.6,5.5,2,,14:53,112,0:06,11:21,178,63
