ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重
1,00:50.3,00:50.3,0.2,4:11,,157,173,,7,,,,,186,193,左 50.3%／右 49.7%,1.28,7,5.7,7,,3:47,216,0:47,3:55,169,57
2,00:45.7,01:36.0,0.2,3:49,,180,183,9,,,,,,188,196,左 49.4%／右 50.6%,1.34,7.1,5.1,8,,4:01,189,00:45.7,3:49,169,57
3,00:47.0,02:22.9,0.2,3:55,,185,186,,8,,,,,186,200,左 48.9%／右 51.1%,1.34,7.3,5.2,8,,3:56,188,00:47.0,3:55,169,57
4,00:47.2,03:10.2,0.2,3:56,,188,189,8,,,,,,186,201,左 48.9%／右 51.1%,1.34,7.3,5.2,8,,3:56,188,00:47.2,3:56,169,57
5,00:47.9,03:58.1,0.2,4:00,,190,191,,8,,,,,187,199,左 48.6%／右 51.4%,1.35,7.4,5.3,8,,3:50,189,00:47.9,4:00,169,57
6,00:46.9,04:45.0,0.2,3:55,,192,193,10,,,,,,186,200,左 49.4%／右 50.6%,1.34,7.3,5.3,8,,3:50,188,00:46.9,3:55,169,57
7,00:48.5,05:33.5,0.2,4:03,,195,196,,8,,,,,186,200,左 48.7%／右 51.3%,1.34,7.5,5.3,9,,3:53,188,0:48,4:00,169,57
8,00:47.7,06:21.2,0.2,3:58,,196,196,9,,,,,,187,201,左 48.4%／右 51.6%,1.33,7.4,5.3,9,,3:58,188,00:47.7,3:58,169,57
9,00:48.0,07:09.2,0.2,4:00,,197,197,,10,,,,,186,200,左 48.0%／右 52.0%,1.34,7.4,5.3,9,,3:58,188,0:48,4:00,169,57
10,00:45.9,07:55.1,0.2,3:50,,197,199,9,,,,,,187,198,左 47.9%／右 52.1%,1.37,7.4,5.2,8,,3:55,188,00:45.9,3:50,169,57
11,00:48.3,08:43.5,0.2,4:02,,199,199,,8,,,,,186,200,左 47.5%／右 52.5%,1.35,7.5,5.3,9,,3:55,188,0:48,4:00,169,57
12,00:47.8,09:31.3,0.2,3:59,,199,200,10,5,,,,,186,199,左 47.4%／右 52.6%,1.36,7.4,5.2,9,,3:55,188,00:47.8,3:59,169,57
13,00:47.1,10:18,0.2,3:56,,200,202,,6,,,,,186,197,左 47.3%／右 52.7%,1.35,7.5,5.3,9,,3:54,189,0:47,3:55,169,57
14,00:46.5,11:05,0.2,3:53,,202,202,8,,,,,,187,200,左 48.1%／右 51.9%,1.38,7.3,5.1,9,,3:51,188,0:46,3:50,169,57
15,00:46.2,11:51,0.2,3:51,,204,205,9,7,,,,,187,198,左 48.2%／右 51.8%,1.39,7.3,5,9,,3:50,189,00:46.2,3:51,169,57
16,00:03.9,11:55,0.02,3:04,,204,204,,,,,,,190,202,左 47.5%／右 52.5%,1.41,7,4.7,1,,3:50,191,0:03,2:21,169,57
17,00:06.6,15:32,0.01,12:34,,166,167,,,,,,,112,,,0.69,3.6,5.5,2,,14:53,112,0:06,11:21,169,57
